DATE,BAA10Y,DCOILWTICO_PCH,DCPN3M_CHG,DEXCAUS_PCH,DEXJPUS_PCH,DEXKOUS_PCH,DEXMXUS_PCH,DEXUSUK_PCH,DGS10_CHG,DJIA_PCH,DTWEXB_PCH,GOLDAMGBD228NLBM_PCH,NASDAQCOM_PCH,RU2000PR_PCH,SP500_PCH,T5YIE_CHG,T5YIFR_CHG,USD3MTD156N_CHG
2016-02-29,3.55,3.4,0.03,-0.2,-0.8,-0.4,-0.6,0.4,-0.02,-0.7,-0.1,0.3,-0.7,-0.3,-0.8,0.03,-0.01,-0.00200
2016-03-01,3.54,5.0,0.00,-0.9,0.9,-0.7,-0.9,0.2,0.09,2.1,-0.3,0.5,2.9,2.0,2.4,0.06,0.06,-0.00150
2016-03-02,3.50,0.5,0.04,0.5,-0.1,-0.2,-0.3,0.8,0.01,0.2,-0.1,-0.9,0.3,1.1,0.4,0.05,0.01,0.00325
2016-03-03,3.47,0.0,-0.01,-0.5,-0.2,-1.5,0.3,0.7,-0.01,0.3,-0.5,1.0,0.1,1.0,0.3,0.02,0.02,0.00075
2016-03-04,3.43,3.9,-0.04,-0.5,0.3,-1.2,-0.8,0.5,0.05,0.4,-0.5,2.4,0.2,0.5,0.3,0.00,-0.04,-0.00210
2016-03-07,3.39,5.5,0.01,-0.3,-0.3,0.4,-0.1,0.2,0.03,0.4,0.0,-0.3,-0.2,1.1,0.1,0.00,-0.06,0.00260
2016-03-08,3.38,-3.2,-0.01,0.7,-0.9,0.5,1.0,-0.2,-0.08,-0.6,0.2,0.5,-1.3,-2.4,-1.1,-0.03,-0.01,-0.00095
2016-03-09,3.36,2.6,-0.01,-1.2,0.4,0.1,-1.2,0.1,0.07,0.2,-0.3,-1.2,0.5,0.5,0.5,0.04,0.06,-0.00055
2016-03-10,3.30,0.4,-0.03,1.1,0.0,-0.2,1.1,0.5,0.03,0.0,0.0,-0.9,-0.3,-0.8,0.0,-0.02,-0.04,-0.00225
2016-03-11,3.26,2.0,0.05,-1.2,0.5,-1.6,-1.1,0.8,0.05,1.3,-0.5,1.2,1.9,2.2,1.6,0.06,0.06,0.00150
2016-03-14,3.22,-3.4,-0.02,0.6,-0.1,0.2,0.5,-0.7,-0.01,0.1,0.3,-0.5,0.0,-0.3,-0.1,-0.03,-0.01,0.00570
2016-03-15,3.19,-2.4,0.00,0.5,-0.6,0.6,0.8,-1.1,0.00,0.1,0.3,-1.8,-0.5,-1.6,-0.2,-0.03,-0.01,0.00240
2016-03-16,3.22,5.8,-0.02,0.1,0.7,-0.4,0.1,-0.5,-0.03,0.4,0.2,0.0,0.7,0.7,0.6,0.10,0.06,-0.00295
2016-03-17,3.20,4.5,0.01,-2.9,-2.1,-2.9,-3.1,2.8,-0.03,0.9,-2.0,3.0,0.2,1.6,0.7,0.01,-0.03,-0.01560
2016-03-18,3.17,-1.7,-0.02,0.0,0.1,0.4,-0.6,0.2,-0.03,0.7,0.0,-1.2,0.4,1.0,0.4,0.01,0.07,0.00090
2016-03-21,3.15,1.1,0.05,0.7,0.2,-0.2,0.5,-0.8,0.04,0.1,0.3,-0.8,0.3,-0.3,0.1,0.03,0.03,0.00030
2016-03-22,3.10,3.9,-0.02,-0.1,0.2,-0.2,-0.3,-1.3,0.02,-0.2,0.0,0.6,0.3,-0.1,-0.1,-0.02,0.00,0.00375
2016-03-23,3.07,-7.6,-0.02,1.1,0.7,1.0,1.1,-0.7,-0.06,-0.5,0.7,-1.6,-1.1,-2.0,-0.6,-0.04,-0.06,0.00175
2016-03-24,3.06,-0.4,0.02,0.5,0.0,0.1,0.6,0.2,0.03,0.1,0.2,-1.3,0.1,0.4,0.0,-0.02,0.00,-0.00150
2016-03-25,#N/A,#N/A,#N/A,0.0,0.4,0.0,-0.5,-0.1,#N/A,#N/A,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016-03-28,3.05,#N/A,#N/A,-0.6,0.2,-0.4,-0.5,0.8,#N/A,#N/A,-0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016-03-29,3.09,-2.8,-0.02,-0.2,0.0,0.1,0.2,0.2,-0.08,0.6,0.0,#N/A,1.7,2.7,0.9,0.07,0.03,#N/A
2016-03-30,3.11,0.0,0.00,-1.5,-0.6,-1.9,-1.3,0.8,0.02,0.5,-1.0,1.8,0.5,0.1,0.4,0.05,0.03,-0.00575
2016-03-31,3.12,0.1,0.00,0.1,-0.2,-0.3,-0.2,-0.1,-0.05,-0.2,-0.3,-0.4,0.0,0.3,-0.2,-0.03,-0.03,0.00350
2016-04-01,3.10,-4.3,0.02,0.6,-0.3,0.7,0.6,-1.2,0.01,0.6,0.3,-0.1,0.9,0.3,0.6,0.00,0.00,0.00050
2016-04-04,3.10,-3.0,-0.04,-0.1,-0.8,0.4,0.8,0.5,-0.01,-0.3,0.1,-1.4,-0.5,-0.8,-0.3,-0.01,0.05,0.00100
2016-04-05,3.08,0.6,0.01,1.1,-0.8,0.6,1.7,-0.9,-0.05,-0.8,0.4,1.4,-1.0,-1.1,-1.0,-0.05,-0.05,-0.00350
2016-04-06,3.08,9.3,0.05,-0.8,-0.6,-0.3,-0.5,0.1,0.03,0.6,-0.3,-0.5,1.6,1.2,1.1,0.00,0.00,0.00400
2016-04-07,3.06,-1.2,-0.05,0.7,-1.5,0.1,1.4,-0.6,-0.06,-1.0,0.3,1.0,-1.5,-1.4,-1.2,-0.02,0.00,-0.00180
2016-04-08,3.07,6.5,0.05,-1.3,0.4,-0.7,-0.9,0.2,0.02,0.2,-0.4,-0.2,0.0,0.4,0.3,0.02,-0.02,0.00200
2016-04-11,3.05,1.8,-0.02,-0.6,-0.4,-0.6,-0.7,1.0,0.01,-0.1,-0.4,1.0,-0.4,-0.3,-0.3,-0.02,-0.02,-0.00095
2016-04-12,3.03,4.1,-0.01,-0.9,0.5,0.2,-0.7,0.0,0.06,0.9,-0.1,1.0,0.8,1.0,1.0,-0.02,0.04,-0.00025
2016-04-13,3.01,-1.0,-0.02,-0.1,0.6,0.2,-0.1,-0.1,-0.02,1.1,0.3,-1.1,1.5,2.2,1.0,0.04,-0.06,-0.00125
2016-04-14,2.99,-0.6,0.02,0.4,0.0,0.5,-0.7,-0.5,0.03,0.1,0.0,-0.4,0.0,-0.1,0.0,-0.01,0.01,0.00450
2016-04-15,2.99,-2.5,-0.03,0.2,-0.4,-0.6,1.1,0.5,-0.04,-0.2,0.0,-0.9,-0.2,0.2,-0.1,0.00,0.00,0.00025
2016-04-18,2.99,-1.6,0.07,-0.3,0.1,0.0,-0.6,0.4,0.02,0.6,-0.2,0.6,0.4,0.7,0.7,-0.01,0.03,0.00125
2016-04-19,2.96,2.9,-0.06,-1.3,0.3,-1.6,-0.9,0.8,0.01,0.3,-0.6,0.3,-0.4,0.1,0.3,0.05,0.01,0.00050
2016-04-20,2.93,4.5,0.02,-0.2,0.3,0.4,-0.2,-0.1,0.06,0.2,0.1,0.5,0.2,0.2,0.1,0.03,0.01,0.00025
2016-04-21,2.91,1.1,0.04,0.7,-0.1,0.4,0.9,-0.3,0.03,-0.6,0.4,0.8,0.0,-0.6,-0.5,0.07,-0.03,0.00300
2016-04-22,2.89,-1.0,-0.02,-0.3,1.9,1.1,0.2,0.4,0.01,0.1,0.4,-1.0,-0.8,1.0,0.0,0.00,0.00,-0.00225
2016-04-25,2.88,-2.5,0.00,0.0,-0.4,0.0,0.9,0.7,0.02,-0.1,0.0,-1.2,-0.2,-0.7,-0.2,0.00,0.02,-0.00200
2016-04-26,2.85,2.0,0.01,-0.5,0.1,-0.1,-1.2,0.8,0.03,0.1,-0.4,0.3,-0.2,1.1,0.2,0.00,0.04,0.00050
2016-04-27,2.86,6.5,0.00,0.2,0.0,0.4,0.0,-0.4,-0.07,0.3,0.1,0.8,-0.5,0.3,0.2,0.01,0.01,0.00400
2016-04-28,2.89,1.6,-0.01,-0.7,-2.4,-1.0,-0.9,0.2,-0.03,-1.2,-0.6,1.0,-1.2,-1.2,-0.9,0.04,0.04,-0.00175
2016-04-29,2.86,-0.1,-0.05,0.0,-1.5,0.4,-0.2,0.3,-0.01,-0.3,-0.3,1.4,-0.6,-0.8,-0.5,-0.01,-0.01,0.00000
2016-05-02,2.86,-2.7,0.04,0.0,-0.4,-0.5,0.3,0.3,0.05,0.7,-0.1,#N/A,0.9,0.9,0.8,-0.02,-0.04,#N/A
2016-05-03,2.85,-2.5,-0.02,1.1,-0.1,0.9,1.7,-0.8,-0.07,-0.8,0.6,#N/A,-1.1,-1.7,-0.9,-0.04,-0.04,#N/A
2016-05-04,2.85,0.3,-0.03,1.5,0.7,1.4,0.9,-0.5,-0.02,-0.6,0.5,-1.2,-0.8,-0.8,-0.6,-0.02,0.00,0.00120
2016-05-05,2.86,1.3,0.01,-0.2,0.2,0.1,0.5,0.1,-0.03,0.1,0.2,-0.4,-0.2,-0.5,0.0,0.00,0.00,-0.00230
2016-05-06,2.87,0.6,0.05,0.5,-0.6,0.1,0.7,-0.3,0.03,0.5,0.1,0.4,0.4,0.6,0.3,-0.01,-0.03,#N/A
2016-05-09,2.89,-2.5,-0.03,0.6,1.6,0.6,1.2,-0.2,-0.02,-0.2,0.5,-0.2,0.3,0.3,0.1,-0.01,-0.03,#N/A
2016-05-10,2.89,2.8,0.05,-0.3,0.8,-0.4,-0.7,0.3,0.00,1.3,-0.1,-1.0,1.3,0.9,1.2,0.03,0.03,-0.00150
2016-05-11,2.90,3.4,-0.05,-0.9,-0.7,-0.6,-0.5,0.2,-0.04,-1.2,-0.5,0.5,-1.0,-1.2,-1.0,0.00,-0.06,-0.00150
2016-05-12,2.91,0.9,0.04,0.2,0.2,0.5,0.6,-0.2,0.02,0.1,0.4,-0.3,-0.5,-0.6,0.0,0.00,0.02,-0.00050
2016-05-13,2.90,-0.9,-0.04,0.6,0.4,0.7,0.6,-0.6,-0.04,-1.0,0.5,0.5,-0.4,-0.6,-0.8,-0.01,-0.03,0.00150
2016-05-16,2.90,3.2,0.03,-0.4,-0.2,0.0,0.4,0.3,0.04,1.0,-0.1,0.5,1.2,1.2,1.0,0.01,0.03,-0.00150
2016-05-17,2.89,1.2,0.03,0.0,0.1,-0.3,0.4,0.5,0.01,-1.0,0.0,-0.9,-1.3,-1.7,-0.9,0.03,-0.01,-0.00100
2016-05-18,2.87,-0.4,-0.05,0.3,0.6,1.0,0.3,0.9,0.11,0.0,0.4,0.1,0.5,0.5,0.0,-0.02,0.02,0.01050
2016-05-19,2.85,0.1,0.03,1.5,0.1,0.3,1.1,0.0,-0.02,-0.5,0.6,-1.3,-0.6,-0.7,-0.4,-0.03,-0.07,0.01830
2016-05-20,2.86,-1.0,-0.01,0.2,0.6,-0.2,-0.9,-0.7,0.00,0.4,-0.1,0.2,1.2,1.6,0.6,0.00,0.00,0.00740
2016-05-23,2.86,0.9,0.01,0.1,-1.0,-0.3,0.5,-0.5,-0.01,0.0,0.1,-0.5,-0.1,-0.1,-0.2,-0.02,-0.02,0.00100
2016-05-24,2.85,-0.2,-0.01,-0.3,0.5,0.3,-0.1,1.2,0.02,1.2,0.0,-0.6,2.0,2.2,1.4,0.02,0.00,0.00300
2016-05-25,2.87,2.2,0.04,-0.2,0.2,-0.4,0.0,0.5,0.01,0.8,-0.1,-1.8,0.7,0.5,0.7,0.00,0.06,0.00125
2016-05-26,2.86,-0.2,0.01,-0.8,-0.4,-0.3,0.0,-0.1,-0.04,-0.1,-0.3,0.5,0.1,-0.1,0.0,0.00,0.00,0.00750
2016-05-27,2.85,0.7,-0.08,0.2,0.1,0.2,-0.1,-0.2,0.02,0.3,0.2,-0.4,0.6,0.9,0.4,0.00,0.00,-0.00100
2016-05-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016-05-31,2.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016-06-01,2.82,-0.1,#N/A,-0.1,-1.1,0.3,0.7,-0.9,0.01,0.0,0.0,0.5,0.1,0.7,0.1,0.00,0.00,-0.00450
2016-06-02,2.83,0.1,#N/A,-0.1,-0.7,-0.5,0.5,0.2,-0.04,0.3,0.0,-0.1,0.4,0.6,0.3,0.01,-0.01,-0.00120
2016-06-03,2.86,-0.9,0.01,-1.0,-1.7,-1.6,-0.1,0.7,-0.10,-0.2,-0.9,-0.4,-0.6,-0.6,-0.3,-0.03,-0.01,0.00205
2016-06-06,2.86,2.1,-0.02,-0.7,0.4,-0.5,0.0,-0.5,0.02,0.6,-0.2,2.4,0.5,1.1,0.5,0.04,0.00,-0.02150
2016-06-07,2.86,1.3,0.02,-0.5,0.0,-0.6,-1.0,0.8,-0.01,0.1,-0.3,0.0,-0.1,0.3,0.1,0.02,0.04,-0.00405
2016-06-08,2.85,1.7,0.00,-0.7,-0.6,-0.1,-1.7,-0.1,-0.01,0.4,-0.6,0.9,0.3,0.8,0.3,0.03,0.01,0.00140
2016-06-09,2.85,-1.4,-0.08,0.3,-0.1,0.5,0.9,-0.5,-0.03,-0.1,0.4,0.5,-0.3,-0.7,-0.2,-0.01,-0.05,-0.00195
2016-06-10,2.86,-2.8,#N/A,0.0,0.5,0.7,1.3,-0.9,-0.04,-0.7,0.4,0.7,-1.3,-1.5,-0.9,-0.04,-0.04,-0.00045
2016-06-13,2.86,-0.4,#N/A,0.4,-0.9,0.2,1.6,-0.8,-0.02,-0.7,0.3,1.4,-0.9,-1.1,-0.8,-0.04,-0.06,-0.00310
2016-06-14,2.88,-0.8,#N/A,0.3,0.0,0.6,0.9,-0.7,0.00,-0.3,0.4,-0.4,-0.1,-0.3,-0.2,0.00,-0.04,0.00230
2016-06-15,2.90,-1.2,#N/A,0.6,-0.1,-0.8,-0.6,0.4,-0.02,-0.2,-0.2,0.2,-0.2,0.1,-0.2,0.02,0.02,0.00155
2016-06-16,2.90,-3.7,0.03,1.0,-1.7,0.8,0.7,-0.8,-0.03,0.5,0.4,2.0,0.2,-0.1,0.3,-0.05,-0.05,-0.00975
2016-06-17,2.89,4.0,0.00,-1.3,0.1,-0.4,-0.7,1.5,0.05,-0.3,-0.6,-1.7,-0.9,-0.3,-0.3,0.01,-0.01,-0.00220
2016-06-20,2.87,2.9,-0.01,-0.5,0.1,-1.3,-1.0,2.8,0.05,0.7,-0.5,-0.1,0.8,1.1,0.6,0.00,0.02,0.00210
2016-06-21,2.86,-0.9,0.01,0.1,0.2,-0.2,-0.1,-0.1,0.04,0.1,0.1,-0.2,0.1,-0.3,0.3,-0.02,0.02,-0.00465
2016-06-22,2.86,0.4,-0.05,0.0,0.0,-0.6,-0.7,0.1,-0.02,-0.3,-0.2,-1.2,-0.2,-0.4,-0.2,0.00,0.02,-0.00175
2016-06-23,2.86,0.4,0.04,-0.6,1.3,-0.4,-1.2,0.8,0.05,1.3,-0.4,0.1,1.6,2.0,1.3,0.06,0.06,0.00000
2016-06-24,2.98,-5.4,0.02,1.6,-3.4,2.1,3.0,-7.8,-0.17,-3.4,1.5,3.8,-4.1,-3.8,-3.6,-0.11,-0.05,-0.01650
2016-06-27,2.96,-1.9,0.02,1.0,-0.6,1.2,1.6,-3.1,-0.11,-1.5,0.8,0.8,-2.4,-3.4,-1.8,-0.09,-0.07,0.00350
2016-06-28,2.95,4.7,-0.07,0.1,1.0,-1.0,-1.3,0.6,0.00,1.6,-0.3,-1.0,2.1,1.6,1.8,0.05,0.01,0.00400
2016-06-29,2.90,4.0,0.03,-0.7,0.0,-1.4,-2.0,1.6,0.04,1.6,-0.7,0.4,1.9,2.2,1.7,0.04,0.02,0.01500
2016-06-30,2.92,-3.2,-0.03,0.2,0.1,0.1,-0.2,-2.0,-0.01,1.3,0.2,-0.1,1.3,1.8,1.4,0.02,-0.02,0.00800
2016-07-01,2.86,1.6,0.00,-0.9,-0.2,-0.7,-0.5,0.3,-0.03,0.1,-0.4,1.1,0.4,0.4,0.2,0.05,0.01,-0.00075
2016-07-04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,0.00300
2016-07-05,2.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.3,#N/A,#N/A,#N/A,#N/A,#N/A,0.00075
2016-07-06,2.83,1.4,0.01,0.4,-0.5,0.3,-0.1,-0.8,0.01,0.4,0.1,1.9,0.8,0.7,0.5,0.02,0.04,0.00400
2016-07-07,2.79,-4.5,0.00,-0.1,-0.4,-0.5,0.7,0.0,0.02,-0.1,0.0,-0.2,0.4,0.2,-0.1,0.00,0.00,0.00350
2016-07-08,2.78,0.3,-0.01,0.7,-0.1,-0.5,-1.7,0.1,-0.03,1.4,-0.2,-0.8,1.6,2.4,1.5,-0.02,0.02,0.00250
2016-07-11,2.75,-1.4,0.05,0.4,2.0,0.0,-0.4,0.4,0.06,0.4,0.1,0.2,0.6,1.1,0.3,0.02,-0.04,0.00200
2016-07-12,2.70,4.7,-0.03,-0.8,2.0,-0.2,-1.1,1.9,0.10,0.7,-0.3,-0.4,0.7,1.3,0.7,0.05,0.03,0.00425
2016-07-13,2.69,-4.2,-0.02,-0.4,-0.6,-0.1,0.6,-0.4,-0.05,0.1,-0.1,-0.9,-0.3,-0.4,0.0,-0.03,0.01,0.00675
2016-07-14,2.70,1.7,0.02,-0.4,1.2,-1.3,-0.4,1.2,0.05,0.7,-0.2,-1.1,0.6,0.1,0.5,0.01,-0.01,-0.00100
2016-07-15,2.66,0.6,-0.01,0.5,0.2,0.4,1.1,-1.0,0.07,0.1,0.4,0.4,-0.1,0.3,-0.1,0.00,0.08,0.00875
2016-07-18,2.67,-1.5,0.00,0.0,0.3,-0.1,-0.2,0.6,-0.01,0.1,0.0,-0.3,0.5,0.2,0.2,-0.03,0.03,0.00775
2016-07-19,2.67,-1.3,0.02,0.3,0.1,0.5,0.3,-1.2,-0.03,0.1,0.3,0.5,-0.4,-0.6,-0.1,-0.02,-0.08,0.00150
2016-07-20,2.66,0.7,-0.01,0.1,0.5,0.2,0.3,0.4,0.03,0.2,0.0,-0.5,1.1,0.8,0.4,0.01,0.03,0.00450
2016-07-21,2.68,-2.2,-0.02,0.1,-0.6,-0.4,0.2,0.3,-0.02,-0.4,0.0,-0.3,-0.3,-0.5,-0.4,-0.02,0.14,0.01290
2016-07-22,2.66,-1.3,0.02,0.9,0.2,0.0,0.0,-0.9,0.00,0.3,0.3,0.1,0.5,0.8,0.5,-0.02,0.00,0.00650
2016-07-25,2.65,-2.3,-0.02,0.3,-0.2,0.3,0.8,0.3,0.01,-0.4,0.2,-0.6,0.0,-0.3,-0.3,-0.02,0.00,0.01250
2016-07-26,2.65,-0.6,0.04,-0.1,-1.1,-0.3,0.2,0.0,-0.01,-0.1,-0.1,0.5,0.2,0.6,0.0,-0.01,0.01,0.00950
2016-07-27,2.67,-0.6,-0.02,0.1,0.8,-0.2,0.4,-0.3,-0.05,0.0,0.1,0.0,0.6,0.2,-0.1,-0.02,0.00,0.00850
2016-07-28,2.68,-1.8,-0.04,-0.4,-0.7,-0.9,0.2,0.4,0.00,-0.1,-0.4,1.6,0.3,-0.1,0.2,0.02,0.04,0.00500
2016-07-29,2.71,1.0,0.01,-1.0,-2.4,-1.1,-0.8,0.9,-0.06,-0.1,-0.7,-0.7,0.1,0.2,0.2,-0.02,-0.04,0.00260
2016-08-01,2.73,-3.6,0.09,0.4,-0.1,-0.6,0.4,-0.5,0.05,-0.2,0.1,1.2,0.4,-0.1,-0.1,-0.04,-0.02,0.00000
2016-08-02,2.75,-1.4,-0.03,-0.1,-1.4,0.2,0.4,0.9,0.04,-0.5,-0.2,0.7,-0.9,-1.4,-0.6,-0.02,-0.02,0.00850
2016-08-03,2.76,3.3,#N/A,-0.1,0.5,0.7,-0.1,0.1,0.00,0.2,0.2,0.5,0.4,0.9,0.3,0.03,0.01,0.01000
2016-08-04,2.76,2.7,#N/A,-0.4,-0.3,-0.4,-0.3,-1.4,-0.04,0.0,0.0,-1.0,0.1,0.1,0.0,0.02,0.00,0.01000
2016-08-05,2.73,-0.2,0.00,1.2,0.7,0.2,0.1,-0.6,0.08,1.0,0.4,0.8,1.1,1.4,0.9,0.03,0.03,0.00475
2016-08-08,2.71,2.9,-0.07,-0.1,0.8,-0.6,-1.5,-0.2,0.00,-0.1,-0.2,-2.4,-0.2,-0.1,-0.1,0.01,0.01,0.01415
2016-08-09,2.70,-0.7,0.10,-0.3,-0.6,-0.6,-1.1,-0.2,-0.04,0.0,-0.4,0.2,0.2,0.1,0.0,-0.04,0.00,0.00950
2016-08-10,2.71,-2.4,-0.03,-0.4,-0.7,-0.5,-0.2,-0.1,-0.05,-0.2,-0.4,1.4,-0.4,-0.7,-0.3,-0.03,-0.07,0.00160
2016-08-11,2.70,4.2,0.00,-0.4,0.2,0.1,-0.5,-0.3,0.07,0.6,-0.1,-0.5,0.5,0.5,0.5,0.05,0.01,-0.00060
2016-08-12,2.71,2.2,0.00,-0.5,-0.4,0.3,-0.1,-0.2,-0.06,-0.2,0.0,-0.6,0.1,0.1,-0.1,-0.03,-0.03,0.00125
2016-08-15,2.70,2.8,0.00,-0.2,0.0,-0.5,-1.1,-0.5,0.04,0.3,-0.2,0.2,0.6,1.0,0.3,0.01,0.01,-0.01414
2016-08-16,2.70,1.9,0.07,-0.5,-0.7,-0.2,-0.4,1.1,0.02,-0.5,-0.4,0.7,-0.7,-0.9,-0.5,-0.02,0.00,-0.00283
2016-08-17,2.69,0.5,-0.03,0.2,0.0,1.9,1.7,-0.1,-0.01,0.1,0.5,-0.5,0.0,-0.3,0.2,0.03,0.03,0.01000
2016-08-18,2.70,3.0,0.02,-0.8,-0.2,-0.6,-1.2,1.0,-0.03,0.1,-0.5,0.3,0.2,0.7,0.2,0.01,-0.01,-0.00028
2016-08-19,2.67,0.6,-0.05,0.8,0.2,0.8,1.1,-0.7,0.05,-0.2,0.4,0.0,0.0,0.0,-0.1,0.02,0.00,0.00611
2016-08-22,2.65,-3.5,0.08,0.5,0.0,0.4,0.4,0.6,-0.03,-0.1,0.2,-0.9,0.1,0.2,-0.1,0.00,-0.02,0.00833
2016-08-23,2.64,1.6,-0.03,-0.3,0.0,-0.4,0.3,0.4,0.00,0.1,-0.1,0.3,0.3,0.7,0.2,0.00,0.02,0.00000
2016-08-24,2.64,-2.6,0.02,0.3,0.3,0.4,0.7,0.4,0.01,-0.4,0.3,-0.1,-0.8,-0.9,-0.5,-0.02,0.02,0.00000
2016-08-25,2.63,1.5,-0.06,0.0,0.1,-0.5,-0.3,-0.4,0.02,-0.2,-0.1,-1.0,-0.1,0.2,-0.1,0.01,0.01,0.00389
2016-08-26,2.63,1.4,0.01,0.1,0.6,-0.3,-0.8,-0.1,0.04,-0.3,0.0,0.0,0.1,-0.2,-0.2,-0.02,-0.02,0.00411
2016-08-29,2.59,-1.4,-0.01,0.6,0.9,0.9,1.5,-0.6,-0.05,0.6,0.6,#N/A,0.3,0.6,0.5,-0.02,0.00,#N/A
2016-08-30,2.62,-1.4,-0.03,0.4,0.8,-0.3,1.2,0.0,0.00,-0.3,0.4,#N/A,-0.2,0.1,-0.2,-0.01,0.01,#N/A
2016-08-31,2.61,-3.5,#N/A,0.4,0.4,-0.2,0.3,0.3,0.01,-0.3,0.1,-0.3,-0.2,-0.5,-0.2,-0.01,0.03,-0.00278
2016-09-01,2.62,-3.4,#N/A,-0.1,-0.2,0.1,-0.1,1.1,-0.01,0.1,-0.2,-0.7,0.3,0.0,0.0,-0.03,-0.01,-0.00366
2016-09-02,2.63,2.8,0.01,-0.8,0.9,-0.2,-1.0,0.2,0.03,0.4,-0.1,0.4,0.4,1.0,0.4,0.04,0.00,-0.00056
2016-09-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,-0.00167
2016-09-06,2.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,0.00723
2016-09-07,2.65,1.4,0.01,0.4,-0.5,-0.3,0.1,-0.7,-0.01,-0.1,0.0,1.4,0.2,0.6,0.0,0.01,0.03,-0.00711
2016-09-08,2.67,4.8,0.00,0.1,0.6,0.5,1.4,-0.3,0.07,-0.2,0.3,-0.1,-0.5,-0.2,-0.2,0.04,-0.02,0.01188
2016-09-09,2.67,-3.7,0.00,1.0,0.6,1.1,1.2,-0.3,0.06,-2.1,0.6,-0.9,-2.5,-3.1,-2.5,-0.02,-0.02,0.00678
2016-09-12,2.68,0.9,0.03,0.3,-0.9,0.5,1.2,0.4,0.01,1.3,0.1,-0.6,1.7,1.4,1.5,0.01,0.01,0.00356
2016-09-13,2.70,-3.0,0.02,0.7,0.2,1.1,0.5,-1.0,0.05,-1.4,0.3,0.1,-1.1,-1.9,-1.5,-0.02,-0.02,-0.00550
2016-09-14,2.70,-2.9,-0.02,0.2,0.2,-0.1,0.2,0.2,-0.03,-0.2,0.0,-0.4,0.4,-0.1,-0.1,-0.01,0.01,0.00361
2016-09-15,2.72,0.5,-0.01,-0.3,-0.1,-0.1,0.2,0.1,0.01,1.0,0.0,-0.2,1.5,1.3,1.0,0.01,-0.01,0.00267
2016-09-16,2.71,-1.8,0.01,0.5,0.1,0.4,2.2,-0.9,-0.01,-0.5,0.6,-0.4,-0.1,-0.2,-0.4,0.03,0.01,0.00055
2016-09-19,2.70,0.7,-0.02,-0.2,-0.5,-0.9,-0.2,-0.3,0.00,0.0,-0.3,0.1,-0.2,0.6,0.0,0.01,-0.03,0.00356
2016-09-20,2.70,1.2,0.01,0.4,-0.2,0.0,1.2,-0.6,-0.01,0.1,0.2,0.0,0.1,-0.3,0.0,-0.02,0.00,0.00522
2016-09-21,2.70,3.4,-0.01,-0.3,-1.0,-0.5,0.0,0.0,-0.03,0.9,-0.2,0.3,1.0,1.4,1.1,0.04,0.00,-0.00256
2016-09-22,2.69,1.7,#N/A,-1.1,0.2,-1.0,-1.4,0.9,-0.03,0.5,-0.6,1.0,0.8,1.5,0.6,0.03,0.05,-0.00661
2016-09-23,2.68,-3.8,#N/A,1.0,0.2,0.1,0.9,-1.0,-0.01,-0.7,0.4,0.3,-0.6,-0.7,-0.6,0.02,0.02,-0.00378
2016-09-26,2.70,2.8,0.02,0.3,-0.7,0.4,0.6,0.1,-0.03,-0.9,0.0,0.0,-0.9,-1.1,-0.9,-0.02,-0.04,0.00000
2016-09-27,2.69,-2.1,-0.02,0.4,0.0,-0.7,-2.0,0.2,-0.03,0.7,-0.2,0.0,0.9,0.4,0.6,-0.02,-0.02,0.00084
2016-09-28,2.69,5.4,-0.01,-0.1,0.2,-0.2,0.2,-0.1,0.01,0.6,0.1,-0.8,0.2,0.7,0.5,0.06,0.02,-0.01609
2016-09-29,2.67,1.4,-0.01,-1.0,0.9,0.1,-0.7,0.0,-0.01,-1.1,-0.3,-0.3,-0.9,-1.4,-0.9,0.00,-0.04,0.00792
2016-09-30,2.69,0.0,0.00,0.1,-0.3,0.1,-0.2,0.2,0.04,0.9,0.0,0.5,0.8,1.1,0.8,0.01,0.11,0.00806
2016-10-03,2.66,2.3,0.01,0.2,0.3,0.6,0.0,-1.3,0.03,-0.3,0.2,-0.7,-0.2,-0.5,-0.3,0.02,0.04,0.00422
2016-10-04,2.66,-0.3,0.01,0.3,1.1,0.5,-0.5,-0.7,0.06,-0.5,0.1,-0.7,-0.2,-0.5,-0.5,-0.02,0.00,0.00644
